thread_name,categories,replies,views,total_likes,creation_date,first_reply_date,last_reply_date,thread_url,frequent_posters,thread_author,thread_likes,thread_text,thread_images,thread_edits,latest_thread_edit_date,reply_author,reply_likes,reply_text,reply_images,reply_date,crawl_date
Flagged My account,Your Fiverr Experience,15,168,14,"Aug 16, 2020 10:53 am","Aug 16, 2020 11:00 am","Aug 18, 2020 8:03 pm",https://forum.fiverr.com/t/flagged-my-account/501636,"maryykimberly, frank_d, jonbaas, uksubtitles, uk1000, j6nyc6, lloydsolutions, imagination7413, mercurianus",maryykimberly,,"Hello,
Today I just woke up just to find my account has been flagged for delivering blank work. I usually do relationship advice, sociology and psychology, the service needs live communications so I preferred to use my inbox a delivery channel since Fiverr doesn’t allow communications outside . I would agree with my client to complete the order then we would chat and solve their issues as we arrange on sessions. My question was, what is wrong if we agree with my client to just complete the order and I’ll continue on my inbox (live chat) ??",N/A,N/A,N/A,uk1000,6,"I think you’re only supposed to press “deliver” when the work has been done (completed). With proof of the work done attached to the delivery. Maybe the order page would have been a better place for the communications and after that’s all complete, then you can deliver (with proof of work).
Or you could ask permission from Fiverr for some other communication method and only use that with the gig if they approve it, and only deliver after you’ve done what you say you do in the gig.",N/A,"Aug 16, 2020 11:00 am",2020-08-18 20:48:36.721399
Flagged My account,Your Fiverr Experience,15,168,14,"Aug 16, 2020 10:53 am","Aug 16, 2020 11:00 am","Aug 18, 2020 8:03 pm",https://forum.fiverr.com/t/flagged-my-account/501636,"maryykimberly, frank_d, jonbaas, uksubtitles, uk1000, j6nyc6, lloydsolutions, imagination7413, mercurianus",maryykimberly,,"Hello,
Today I just woke up just to find my account has been flagged for delivering blank work. I usually do relationship advice, sociology and psychology, the service needs live communications so I preferred to use my inbox a delivery channel since Fiverr doesn’t allow communications outside . I would agree with my client to complete the order then we would chat and solve their issues as we arrange on sessions. My question was, what is wrong if we agree with my client to just complete the order and I’ll continue on my inbox (live chat) ??",N/A,N/A,N/A,"imagination7413
Regular",2,Deliver screenshots of the entire conversation.,N/A,"Aug 16, 2020 2:25 pm",2020-08-18 20:48:37.068944
Flagged My account,Your Fiverr Experience,15,168,14,"Aug 16, 2020 10:53 am","Aug 16, 2020 11:00 am","Aug 18, 2020 8:03 pm",https://forum.fiverr.com/t/flagged-my-account/501636,"maryykimberly, frank_d, jonbaas, uksubtitles, uk1000, j6nyc6, lloydsolutions, imagination7413, mercurianus",maryykimberly,,"Hello,
Today I just woke up just to find my account has been flagged for delivering blank work. I usually do relationship advice, sociology and psychology, the service needs live communications so I preferred to use my inbox a delivery channel since Fiverr doesn’t allow communications outside . I would agree with my client to complete the order then we would chat and solve their issues as we arrange on sessions. My question was, what is wrong if we agree with my client to just complete the order and I’ll continue on my inbox (live chat) ??",N/A,N/A,N/A,maryykimberly,0,"Thanks, but they did not give me any warning. Fiverr just flagged my account, I think I did a mistake but at the same time I delivered the work and my clients are happy. Am a new seller and I sometimes fail to understand fiverr’s system",N/A,"Aug 16, 2020 3:33 pm",2020-08-18 20:48:37.434327
Flagged My account,Your Fiverr Experience,15,168,14,"Aug 16, 2020 10:53 am","Aug 16, 2020 11:00 am","Aug 18, 2020 8:03 pm",https://forum.fiverr.com/t/flagged-my-account/501636,"maryykimberly, frank_d, jonbaas, uksubtitles, uk1000, j6nyc6, lloydsolutions, imagination7413, mercurianus",maryykimberly,,"Hello,
Today I just woke up just to find my account has been flagged for delivering blank work. I usually do relationship advice, sociology and psychology, the service needs live communications so I preferred to use my inbox a delivery channel since Fiverr doesn’t allow communications outside . I would agree with my client to complete the order then we would chat and solve their issues as we arrange on sessions. My question was, what is wrong if we agree with my client to just complete the order and I’ll continue on my inbox (live chat) ??",N/A,N/A,N/A,maryykimberly,0,"They flagged my account few hours after promoting me to Level One Seller, I just don’t understand",N/A,"Aug 16, 2020 3:34 pm",2020-08-18 20:48:37.758256
Flagged My account,Your Fiverr Experience,15,168,14,"Aug 16, 2020 10:53 am","Aug 16, 2020 11:00 am","Aug 18, 2020 8:03 pm",https://forum.fiverr.com/t/flagged-my-account/501636,"maryykimberly, frank_d, jonbaas, uksubtitles, uk1000, j6nyc6, lloydsolutions, imagination7413, mercurianus",maryykimberly,,"Hello,
Today I just woke up just to find my account has been flagged for delivering blank work. I usually do relationship advice, sociology and psychology, the service needs live communications so I preferred to use my inbox a delivery channel since Fiverr doesn’t allow communications outside . I would agree with my client to complete the order then we would chat and solve their issues as we arrange on sessions. My question was, what is wrong if we agree with my client to just complete the order and I’ll continue on my inbox (live chat) ??",N/A,N/A,N/A,"frank_d
Regular",2,"maryykimberly:
I would agree with my client to complete the order then we would chat and solve their issues as we arrange on sessions.
That’s your problem, right there.
You can’t ask for the buyer to accept work that has yet to be delivered.
Flagging your account was a right call.
Maybe you should give Fiverr’s ToS a thorough read before providing any services on here.",N/A,"Aug 16, 2020 3:36 pm",2020-08-18 20:48:38.126225
Flagged My account,Your Fiverr Experience,15,168,14,"Aug 16, 2020 10:53 am","Aug 16, 2020 11:00 am","Aug 18, 2020 8:03 pm",https://forum.fiverr.com/t/flagged-my-account/501636,"maryykimberly, frank_d, jonbaas, uksubtitles, uk1000, j6nyc6, lloydsolutions, imagination7413, mercurianus",maryykimberly,,"Hello,
Today I just woke up just to find my account has been flagged for delivering blank work. I usually do relationship advice, sociology and psychology, the service needs live communications so I preferred to use my inbox a delivery channel since Fiverr doesn’t allow communications outside . I would agree with my client to complete the order then we would chat and solve their issues as we arrange on sessions. My question was, what is wrong if we agree with my client to just complete the order and I’ll continue on my inbox (live chat) ??",N/A,N/A,N/A,"lloydsolutions
Regular",0,"maryykimberly:
They flagged my account
Check this out: Don't do it! .... You Have Been Warned! 7 if you want to protect your account.",N/A,"Aug 16, 2020 3:38 pm",2020-08-18 20:48:38.450400
Flagged My account,Your Fiverr Experience,15,168,14,"Aug 16, 2020 10:53 am","Aug 16, 2020 11:00 am","Aug 18, 2020 8:03 pm",https://forum.fiverr.com/t/flagged-my-account/501636,"maryykimberly, frank_d, jonbaas, uksubtitles, uk1000, j6nyc6, lloydsolutions, imagination7413, mercurianus",maryykimberly,,"Hello,
Today I just woke up just to find my account has been flagged for delivering blank work. I usually do relationship advice, sociology and psychology, the service needs live communications so I preferred to use my inbox a delivery channel since Fiverr doesn’t allow communications outside . I would agree with my client to complete the order then we would chat and solve their issues as we arrange on sessions. My question was, what is wrong if we agree with my client to just complete the order and I’ll continue on my inbox (live chat) ??",N/A,N/A,N/A,maryykimberly,1,"I see but atleast they could have given me a warning, my warning days were 30/30",N/A,"Aug 16, 2020 3:38 pm",2020-08-18 20:48:38.786806
Flagged My account,Your Fiverr Experience,15,168,14,"Aug 16, 2020 10:53 am","Aug 16, 2020 11:00 am","Aug 18, 2020 8:03 pm",https://forum.fiverr.com/t/flagged-my-account/501636,"maryykimberly, frank_d, jonbaas, uksubtitles, uk1000, j6nyc6, lloydsolutions, imagination7413, mercurianus",maryykimberly,,"Hello,
Today I just woke up just to find my account has been flagged for delivering blank work. I usually do relationship advice, sociology and psychology, the service needs live communications so I preferred to use my inbox a delivery channel since Fiverr doesn’t allow communications outside . I would agree with my client to complete the order then we would chat and solve their issues as we arrange on sessions. My question was, what is wrong if we agree with my client to just complete the order and I’ll continue on my inbox (live chat) ??",N/A,N/A,N/A,maryykimberly,0,Is it possible that Fiverr just Promoted my account to Level One then within few hours the account is flagged without even a single warning??,N/A,"Aug 16, 2020 3:44 pm",2020-08-18 20:48:39.172777
Flagged My account,Your Fiverr Experience,15,168,14,"Aug 16, 2020 10:53 am","Aug 16, 2020 11:00 am","Aug 18, 2020 8:03 pm",https://forum.fiverr.com/t/flagged-my-account/501636,"maryykimberly, frank_d, jonbaas, uksubtitles, uk1000, j6nyc6, lloydsolutions, imagination7413, mercurianus",maryykimberly,,"Hello,
Today I just woke up just to find my account has been flagged for delivering blank work. I usually do relationship advice, sociology and psychology, the service needs live communications so I preferred to use my inbox a delivery channel since Fiverr doesn’t allow communications outside . I would agree with my client to complete the order then we would chat and solve their issues as we arrange on sessions. My question was, what is wrong if we agree with my client to just complete the order and I’ll continue on my inbox (live chat) ??",N/A,N/A,N/A,"frank_d
Regular",2,"Promotion is automatic, based on your metrics.
Receiving a warning is a manual process based on automatic flags.
They knew what they were doing, this wasn’t a mistake.
You made a mistake. Just trying to put things in perspective for you.
A warning is so that you can fix the mistake you made vs banning you.
So you wanted something to warn you of your mistake other than a warning?
Maybe a friendly email to not break ToS?
I’m not being a jerk here, just trying to show you that this is exactly why warnings exist.",N/A,"Aug 16, 2020 4:00 pm",2020-08-18 20:48:39.570577
Flagged My account,Your Fiverr Experience,15,168,14,"Aug 16, 2020 10:53 am","Aug 16, 2020 11:00 am","Aug 18, 2020 8:03 pm",https://forum.fiverr.com/t/flagged-my-account/501636,"maryykimberly, frank_d, jonbaas, uksubtitles, uk1000, j6nyc6, lloydsolutions, imagination7413, mercurianus",maryykimberly,,"Hello,
Today I just woke up just to find my account has been flagged for delivering blank work. I usually do relationship advice, sociology and psychology, the service needs live communications so I preferred to use my inbox a delivery channel since Fiverr doesn’t allow communications outside . I would agree with my client to complete the order then we would chat and solve their issues as we arrange on sessions. My question was, what is wrong if we agree with my client to just complete the order and I’ll continue on my inbox (live chat) ??",N/A,N/A,N/A,mercurianus,0,"While giving delivery, did you write anything in the text box like "" hi, you can message me while I give delivery here"" ? or left that blank as well? It is not necessary that all deliveries must have attachments but did you write some words in the text box?",N/A,"Aug 18, 2020 9:37 am",2020-08-18 20:48:39.961380
Flagged My account,Your Fiverr Experience,15,168,14,"Aug 16, 2020 10:53 am","Aug 16, 2020 11:00 am","Aug 18, 2020 8:03 pm",https://forum.fiverr.com/t/flagged-my-account/501636,"maryykimberly, frank_d, jonbaas, uksubtitles, uk1000, j6nyc6, lloydsolutions, imagination7413, mercurianus",maryykimberly,,"Hello,
Today I just woke up just to find my account has been flagged for delivering blank work. I usually do relationship advice, sociology and psychology, the service needs live communications so I preferred to use my inbox a delivery channel since Fiverr doesn’t allow communications outside . I would agree with my client to complete the order then we would chat and solve their issues as we arrange on sessions. My question was, what is wrong if we agree with my client to just complete the order and I’ll continue on my inbox (live chat) ??",N/A,N/A,N/A,maryykimberly,0,"Yeah, I mentioned "" Hello dear, we can continue with the work at my inbox(Chat) while I give delivery here""",N/A,"Aug 18, 2020 6:14 pm",2020-08-18 20:48:40.340064
Flagged My account,Your Fiverr Experience,15,168,14,"Aug 16, 2020 10:53 am","Aug 16, 2020 11:00 am","Aug 18, 2020 8:03 pm",https://forum.fiverr.com/t/flagged-my-account/501636,"maryykimberly, frank_d, jonbaas, uksubtitles, uk1000, j6nyc6, lloydsolutions, imagination7413, mercurianus",maryykimberly,,"Hello,
Today I just woke up just to find my account has been flagged for delivering blank work. I usually do relationship advice, sociology and psychology, the service needs live communications so I preferred to use my inbox a delivery channel since Fiverr doesn’t allow communications outside . I would agree with my client to complete the order then we would chat and solve their issues as we arrange on sessions. My question was, what is wrong if we agree with my client to just complete the order and I’ll continue on my inbox (live chat) ??",N/A,N/A,N/A,maryykimberly,0,"Ok, no problem. What are you helping here, are solving or making it worse. Do you even mind how I feel right now?. That’s for your help but you are way too harsh. Why??",N/A,"Aug 18, 2020 6:16 pm",2020-08-18 20:48:40.720723
Flagged My account,Your Fiverr Experience,15,168,14,"Aug 16, 2020 10:53 am","Aug 16, 2020 11:00 am","Aug 18, 2020 8:03 pm",https://forum.fiverr.com/t/flagged-my-account/501636,"maryykimberly, frank_d, jonbaas, uksubtitles, uk1000, j6nyc6, lloydsolutions, imagination7413, mercurianus",maryykimberly,,"Hello,
Today I just woke up just to find my account has been flagged for delivering blank work. I usually do relationship advice, sociology and psychology, the service needs live communications so I preferred to use my inbox a delivery channel since Fiverr doesn’t allow communications outside . I would agree with my client to complete the order then we would chat and solve their issues as we arrange on sessions. My question was, what is wrong if we agree with my client to just complete the order and I’ll continue on my inbox (live chat) ??",N/A,N/A,N/A,jonbaas,1,"maryykimberly:
What are you helping here, are solving or making it worse.
He is trying to help you understand the rules – which you did break. Fiverr flagged your account, as a result, as they do to many other sellers to break the same rule(s).
maryykimberly:
Do you even mind how I feel right now?
Unfortunately, it’s not a matter of how you feel. You DID break the rules (which are stated in the Terms of Service). This is a matter of how Fiverr responds to those who break this rule.",N/A,"Aug 18, 2020 6:19 pm",2020-08-18 20:48:41.066312
Flagged My account,Your Fiverr Experience,15,168,14,"Aug 16, 2020 10:53 am","Aug 16, 2020 11:00 am","Aug 18, 2020 8:03 pm",https://forum.fiverr.com/t/flagged-my-account/501636,"maryykimberly, frank_d, jonbaas, uksubtitles, uk1000, j6nyc6, lloydsolutions, imagination7413, mercurianus",maryykimberly,,"Hello,
Today I just woke up just to find my account has been flagged for delivering blank work. I usually do relationship advice, sociology and psychology, the service needs live communications so I preferred to use my inbox a delivery channel since Fiverr doesn’t allow communications outside . I would agree with my client to complete the order then we would chat and solve their issues as we arrange on sessions. My question was, what is wrong if we agree with my client to just complete the order and I’ll continue on my inbox (live chat) ??",N/A,N/A,N/A,j6nyc6,0,"maryykimberly:
My question was, what is wrong if we agree with my client to just complete the order and I’ll continue on my inbox (live chat) ??
You aren’t allowed to deliver an incomplete order. Even if you do continue your chat through the inbox, take screenshots of the full conversation and when the session is complete, submit these screenshots on your order page for proof of completion.
Did your account get banned? Or did they issue a warning?",N/A,"Aug 18, 2020 8:01 pm",2020-08-18 20:48:41.402518
Flagged My account,Your Fiverr Experience,15,168,14,"Aug 16, 2020 10:53 am","Aug 16, 2020 11:00 am","Aug 18, 2020 8:03 pm",https://forum.fiverr.com/t/flagged-my-account/501636,"maryykimberly, frank_d, jonbaas, uksubtitles, uk1000, j6nyc6, lloydsolutions, imagination7413, mercurianus",maryykimberly,,"Hello,
Today I just woke up just to find my account has been flagged for delivering blank work. I usually do relationship advice, sociology and psychology, the service needs live communications so I preferred to use my inbox a delivery channel since Fiverr doesn’t allow communications outside . I would agree with my client to complete the order then we would chat and solve their issues as we arrange on sessions. My question was, what is wrong if we agree with my client to just complete the order and I’ll continue on my inbox (live chat) ??",N/A,N/A,N/A,uksubtitles,0,maybe you record the sessions and send them when the talk is over for the clients to look back at.,N/A,"Aug 18, 2020 8:03 pm",2020-08-18 20:48:41.740180
My account was disabled for selling plr videos,Your Fiverr Experience,22,202,21,"Aug 14, 2020 4:37 pm","Aug 14, 2020 4:42 pm","Aug 18, 2020 7:59 pm",https://forum.fiverr.com/t/my-account-was-disabled-for-selling-plr-videos/500848,"goncalomigue616, uk1000, coerdelion, humanissocial, heyfellow1, imagination7413, paullevinsky1, gwyneth_galvin, lodoni",goncalomigue616,2,"Hello greetings to all, my account was deactivated, I contacted support and they told me that the services I was offering was not allowed … I was offering PLR products or videos with resale rights, I sold more 35 orders, 100% positive feedback, and meets the requirements to level up on the 15th, plus they disabled my account, can someone help me? If you search for me, my profile appears.",N/A,1,"Aug 14, 2020 4:56 pm",lodoni,1,"goncalomigue616:
PLR
hello, what is plr? I really don´t know",N/A,"Aug 14, 2020 4:42 pm",2020-08-18 20:48:48.725298
My account was disabled for selling plr videos,Your Fiverr Experience,22,202,21,"Aug 14, 2020 4:37 pm","Aug 14, 2020 4:42 pm","Aug 18, 2020 7:59 pm",https://forum.fiverr.com/t/my-account-was-disabled-for-selling-plr-videos/500848,"goncalomigue616, uk1000, coerdelion, humanissocial, heyfellow1, imagination7413, paullevinsky1, gwyneth_galvin, lodoni",goncalomigue616,2,"Hello greetings to all, my account was deactivated, I contacted support and they told me that the services I was offering was not allowed … I was offering PLR products or videos with resale rights, I sold more 35 orders, 100% positive feedback, and meets the requirements to level up on the 15th, plus they disabled my account, can someone help me? If you search for me, my profile appears.",N/A,1,"Aug 14, 2020 4:56 pm",goncalomigue616,0,These are products with resale rights that you buy and you can resell them,N/A,"Aug 14, 2020 4:44 pm",2020-08-18 20:48:49.123488
My account was disabled for selling plr videos,Your Fiverr Experience,22,202,21,"Aug 14, 2020 4:37 pm","Aug 14, 2020 4:42 pm","Aug 18, 2020 7:59 pm",https://forum.fiverr.com/t/my-account-was-disabled-for-selling-plr-videos/500848,"goncalomigue616, uk1000, coerdelion, humanissocial, heyfellow1, imagination7413, paullevinsky1, gwyneth_galvin, lodoni",goncalomigue616,2,"Hello greetings to all, my account was deactivated, I contacted support and they told me that the services I was offering was not allowed … I was offering PLR products or videos with resale rights, I sold more 35 orders, 100% positive feedback, and meets the requirements to level up on the 15th, plus they disabled my account, can someone help me? If you search for me, my profile appears.",N/A,1,"Aug 14, 2020 4:56 pm","imagination7413
Regular",2,"Was that the only service you offered?
ToS:
Gigs and/or users may be removed by Fiverr from the Site for violations of these Terms of Service and/or our Community Standards, which may include (but are not limited to) the following violations and/or materials:
Illegal or Fraudulent services
Copyright Infringement, Trademark Infringement, and violation of a third party’s terms of service reported through our Intellectual Property Claims Policy found here
Adult oriented services, Pornographic, Inappropriate/Obscene
Intentional copies of Gigs
Spam, nonsense, or violent or deceptive Gigs
Gigs misleading to Buyers or others
Reselling of regulated goods
Offering to prepare academic works on behalf of Buyers
Services that extend beyond 30 days of service duration
Exceedingly low quality Gigs
Promoting Fiverr and/or Fiverr Gigs through activities that are prohibited by any laws, regulations, and/or third parties’ terms of service, as well as through any marketing activity that negatively affects our relationships with our users or partners.",N/A,"Aug 14, 2020 5:26 pm",2020-08-18 20:48:49.489937
My account was disabled for selling plr videos,Your Fiverr Experience,22,202,21,"Aug 14, 2020 4:37 pm","Aug 14, 2020 4:42 pm","Aug 18, 2020 7:59 pm",https://forum.fiverr.com/t/my-account-was-disabled-for-selling-plr-videos/500848,"goncalomigue616, uk1000, coerdelion, humanissocial, heyfellow1, imagination7413, paullevinsky1, gwyneth_galvin, lodoni",goncalomigue616,2,"Hello greetings to all, my account was deactivated, I contacted support and they told me that the services I was offering was not allowed … I was offering PLR products or videos with resale rights, I sold more 35 orders, 100% positive feedback, and meets the requirements to level up on the 15th, plus they disabled my account, can someone help me? If you search for me, my profile appears.",N/A,1,"Aug 14, 2020 4:56 pm",heyfellow1,1,"ToS:
Reselling of regulated goods
You broke this part of the TOS",N/A,"Aug 14, 2020 5:31 pm",2020-08-18 20:48:49.888908
My account was disabled for selling plr videos,Your Fiverr Experience,22,202,21,"Aug 14, 2020 4:37 pm","Aug 14, 2020 4:42 pm","Aug 18, 2020 7:59 pm",https://forum.fiverr.com/t/my-account-was-disabled-for-selling-plr-videos/500848,"goncalomigue616, uk1000, coerdelion, humanissocial, heyfellow1, imagination7413, paullevinsky1, gwyneth_galvin, lodoni",goncalomigue616,2,"Hello greetings to all, my account was deactivated, I contacted support and they told me that the services I was offering was not allowed … I was offering PLR products or videos with resale rights, I sold more 35 orders, 100% positive feedback, and meets the requirements to level up on the 15th, plus they disabled my account, can someone help me? If you search for me, my profile appears.",N/A,1,"Aug 14, 2020 4:56 pm",goncalomigue616,1,"Yes, it was the only service, I don’t understand many people offering the same service, but they just deactivated me. claiming that what I offered was not allowed, because they did not warn me before, I never received any notice, and they never excluded any of my shows, more unfortunately after several sales they tell me that what I was offering is against TOS.",N/A,"Aug 14, 2020 5:33 pm",2020-08-18 20:48:50.263326
